frequency,monetary,product_breadth,total_units,primary_country,average_order_value,average_basket_units,cancellation_rate,recency_days,tenure_days,partition,masked_customer_id,cluster,distance_to_centroid,assignment_margin,persona
3,594.04,79,355,United Kingdom,198.01333333333332,118.33333333333333,0.0,80,283,discovery,aa9afa31006a,1,0.47221624408756485,1.0083051123988944,Established mid-value customers
2,230.22,11,142,United Kingdom,115.11,71.0,0.0,22,50,discovery,94d6e79a688b,2,0.6687933135118913,0.922958985079745,Recent occasional customers
2,169.55,11,87,United Kingdom,84.775,43.5,0.0,22,224,discovery,7a73392b233a,2,0.8024370419065803,1.0134140948306165,Recent occasional customers
4,664.54,35,460,United Kingdom,166.135,115.0,0.0,309,59,discovery,ae6680800acb,1,1.4471205129092588,0.4390030563869074,Established mid-value customers
18,9024.17,334,4528,United Kingdom,501.34277777777777,251.55555555555554,0.011182108626198083,8,358,discovery,37288c4f7a9f,0,0.9265832915635858,1.5940525550425422,High-value frequent customers
2,190.25,15,187,United Kingdom,95.125,93.5,0.0,71,131,discovery,672ef568b76b,2,0.9784954937651555,0.2830814144423359,Recent occasional customers
1,264.7,11,109,United Kingdom,264.7,109.0,0.0,288,0,discovery,693bfdce7f96,3,0.34734419433158786,1.6022261092955277,Long-recency customers
1,413.59000000000003,28,249,United Kingdom,413.59000000000003,249.0,0.0,50,0,discovery,9fb349038508,2,0.6099096333864074,0.7551975573788439,Recent occasional customers
6,2461.2400000000002,240,1697,United Kingdom,410.20666666666665,282.8333333333333,0.006042296072507553,32,245,discovery,d7e52f582e92,0,0.7733269540436434,0.316866132371453,High-value frequent customers
2,196.79000000000002,14,315,United Kingdom,98.39500000000001,157.5,0.0,15,31,discovery,e7c995edd6aa,2,0.8308694863245442,1.0046453839432683,Recent occasional customers
1,200.14,11,172,United Kingdom,200.14,172.0,0.0,61,0,discovery,d29847575ea0,2,0.7438522903102376,0.3830937066660516,Recent occasional customers
4,1871.81,72,1136,United Kingdom,467.9525,284.0,0.034782608695652174,40,326,discovery,fc9623c3f9de,1,0.6522153343067648,0.4725694937119024,Established mid-value customers
12,2603.43,91,1183,United Kingdom,216.9525,98.58333333333333,0.044642857142857144,30,337,discovery,fa3a953b3874,0,0.7833303899313047,0.7282255854534199,High-value frequent customers
5,920.51,14,679,United Kingdom,184.102,135.8,0.058823529411764705,27,340,discovery,00e57db57df9,1,0.8516777909473368,0.27713305643560604,Established mid-value customers
1,320.46,12,430,United Kingdom,320.46,430.0,0.0,18,0,discovery,e7b22d29e5f2,2,0.5010152362158107,1.508566076515382,Recent occasional customers
6,4147.96,188,3044,United Kingdom,691.3266666666667,507.3333333333333,0.02092050209205021,20,235,discovery,78d6e69137a8,0,0.49874078430144375,0.9979500008748126,High-value frequent customers
2,1266.08,33,1313,United Kingdom,633.04,656.5,0.0,66,174,discovery,8a36a06fe298,1,0.5882868048856907,0.8689011820115738,Established mid-value customers
1,311.3,16,190,United Kingdom,311.3,190.0,0.0,214,0,discovery,1cf782d23cfe,3,0.3218620628336655,1.3479819047049357,Long-recency customers
6,852.88,58,995,United Kingdom,142.14666666666668,165.83333333333334,0.023809523809523808,13,131,discovery,b468a79d9197,0,0.9639586439685218,0.3845937871954893,High-value frequent customers
9,3466.36,66,900,United Kingdom,385.1511111111111,100.0,0.032,43,288,discovery,82deadc988ba,0,0.9736244558453561,0.41467433372180607,High-value frequent customers
6,2274.14,122,932,United Kingdom,379.0233333333333,155.33333333333334,0.0,4,145,discovery,55b265df0a21,0,0.5626125170774927,1.4367345910039322,High-value frequent customers
5,1393.69,55,879,United Kingdom,278.738,175.8,0.011494252873563218,16,230,discovery,fbded238296c,0,0.7117487754490617,0.4516583857902061,High-value frequent customers
12,3901.81,102,2243,United Kingdom,325.1508333333333,186.91666666666666,0.018867924528301886,11,351,discovery,414ae8dd245d,0,0.3910330016696404,1.5954246685722182,High-value frequent customers
1,635.66,15,710,United Kingdom,635.66,710.0,0.0625,212,0,discovery,fc56b1333350,3,0.8740350593445362,0.9061606747450667,Long-recency customers
3,2043.0800000000002,34,962,United Kingdom,681.0266666666666,320.6666666666667,0.025,46,328,discovery,b36173eda743,1,0.578321046697542,0.8079625410989811,Established mid-value customers
2,529.73,47,877,United Kingdom,264.865,438.5,0.0,135,22,discovery,5553354008ea,1,0.9867492147552955,0.14645645469647228,Established mid-value customers
7,4582.64,102,2668,United Kingdom,654.6628571428572,381.14285714285717,0.0,44,245,discovery,1d444819eb42,0,1.0144346199067567,0.37226123532194033,High-value frequent customers
3,962.19,22,641,United Kingdom,320.73,213.66666666666666,0.0,116,197,discovery,7465094df5c4,1,0.4754222861472347,1.3586747614391403,Established mid-value customers
1,328.8,11,160,United Kingdom,328.8,160.0,0.0,278,0,discovery,7d40c7463211,3,0.426598680617154,1.489058404056417,Long-recency customers
3,473.02,30,462,United Kingdom,157.67333333333332,154.0,0.0,111,165,discovery,5485fb96aca7,1,0.7652448218638921,0.792095959262948,Established mid-value customers
1,505.18,39,1076,United Kingdom,505.18,1076.0,0.0,78,0,discovery,3f600b1e5510,2,0.9461002936858055,0.1926885462491591,Recent occasional customers
1,917.34,20,378,United Kingdom,917.34,378.0,0.0,53,0,discovery,c7a8c2cc4cae,2,1.0938305452677612,0.4555858958965051,Recent occasional customers
4,4341.21,154,2125,EIRE,1085.3025,531.25,0.006172839506172839,162,196,discovery,24c87e17a205,1,1.3152751869877075,0.828998760469094,Established mid-value customers
2,642.8,37,441,United Kingdom,321.4,220.5,0.0,17,72,discovery,d46bd8d7596c,2,0.9584901670088067,0.2335259734995928,Recent occasional customers
3,631.9,22,192,United Kingdom,210.63333333333333,64.0,0.0,156,101,discovery,cd5db92ca866,1,0.8306205487474028,0.7492772161319075,Established mid-value customers
2,584.07,30,345,United Kingdom,292.03499999999997,172.5,0.0,8,243,discovery,8677d7ed847e,2,1.1672263647958614,0.4372401648766364,Recent occasional customers
2,327.7,16,150,United Kingdom,163.85,75.0,0.0,122,3,discovery,b923a9c0e373,3,0.9824708822914447,0.2304761923196219,Long-recency customers
1,104.82,6,62,United Kingdom,104.82,62.0,0.0,61,0,discovery,bf362750881d,2,1.1506807241124846,0.18693206624421665,Recent occasional customers
2,467.66,15,198,United Kingdom,233.82999999999998,99.0,0.0,64,81,discovery,ca319db34366,1,0.856299732977868,0.06740682991999847,Established mid-value customers
8,2358.84,210,1478,United Kingdom,294.855,184.75,0.0,19,348,discovery,93febac7ab8f,0,0.4261873504123086,1.0102628804539246,High-value frequent customers
19,17286.86,119,5788,United Kingdom,909.8347368421053,304.63157894736844,0.031007751937984496,8,365,discovery,cb00b7e8562a,0,1.2704076555885173,1.5173232903137723,High-value frequent customers
3,648.89,82,420,United Kingdom,216.29666666666665,140.0,0.033707865168539325,23,135,discovery,b2145a445e26,1,0.861985180114881,0.45135804510493704,Established mid-value customers
5,1428.02,41,739,United Kingdom,285.604,147.8,0.0,29,269,discovery,6af16fbc4a40,1,0.8428577352215396,0.08558377890577284,Established mid-value customers
1,626.65,38,268,United Kingdom,626.65,268.0,0.0,285,0,discovery,76d940846580,3,0.8987783586462629,1.138199040626692,Long-recency customers
2,147.20000000000002,27,46,United Kingdom,73.6,23.0,0.0,177,188,discovery,d07cbe0b7737,3,0.8986239539784072,0.7922049615253487,Long-recency customers
3,1560.38,64,965,United Kingdom,520.1266666666667,321.6666666666667,0.010752688172043012,79,129,discovery,6f63f7bb5b09,1,0.34337641185659973,1.4200568863599115,Established mid-value customers
1,141.41,21,94,United Kingdom,141.41,94.0,0.0,267,0,discovery,41c40bbb4567,3,0.5275092312377248,1.4609274770356628,Long-recency customers
4,646.42,165,304,United Kingdom,161.605,76.0,0.0,27,283,discovery,46d290f51ee0,1,0.8172379768567383,0.6180521526887165,Established mid-value customers
4,1659.75,4,535,United Kingdom,414.9375,133.75,0.0,110,264,discovery,3ef3bb5421d8,1,0.6228400336719527,1.232622063759106,Established mid-value customers
1,154.99,14,460,United Kingdom,154.99,460.0,0.0,285,0,discovery,85eabd9ce42f,3,0.4868237960985853,1.5344511774038778,Long-recency customers
4,5578.72,348,3808,United Kingdom,1394.6799999999998,952.0,0.03434343434343434,17,301,discovery,8e635f47ddd2,0,0.7744058072025555,0.7974825305691622,High-value frequent customers
2,746.36,49,689,United Kingdom,373.18,344.5,0.0,32,75,discovery,886d4b193f7c,1,0.8300696969829253,0.1478263294265113,Established mid-value customers
23,15610.390000000001,52,3756,United Kingdom,678.7126086956522,163.30434782608697,0.023255813953488372,1,366,discovery,a229c4ac4282,0,1.5978713091669066,1.7106793400711855,High-value frequent customers
1,225.36,56,89,United Kingdom,225.36,89.0,0.0,20,0,discovery,095ebce2e516,2,0.5115929156558268,1.4096984557763566,Recent occasional customers
2,260.25,2,215,United Kingdom,130.125,107.5,0.0,125,35,discovery,32ed4ae6cb6e,3,0.9293384969963774,0.36518118931334564,Long-recency customers
1,92.46,6,62,United Kingdom,92.46,62.0,0.0,66,0,discovery,754cc55de5f3,2,1.2795237930187064,0.07912556915319335,Recent occasional customers
1,725.6400000000001,10,216,United Kingdom,725.6400000000001,216.0,0.0,107,0,discovery,13ac9474b6e5,3,1.16862514237964,0.13921178148196645,Long-recency customers
23,8152.71,320,4252,United Kingdom,354.46565217391304,184.8695652173913,0.01981981981981982,2,283,discovery,7cfc90c7c7f6,0,1.220352391421762,1.730481615385431,High-value frequent customers
17,6211.66,179,4873,United Kingdom,365.39176470588234,286.6470588235294,0.02413793103448276,24,337,discovery,cc75c541aa43,0,0.9004877084201456,1.1323303537097082,High-value frequent customers
12,10464.85,60,5593,United Kingdom,872.0708333333333,466.0833333333333,0.0,10,355,discovery,69fac022dbc3,0,0.8855495985116918,1.5071323737244078,High-value frequent customers
5,1334.34,59,1772,United Kingdom,266.868,354.4,0.02531645569620253,30,245,discovery,a2000cdfbe43,1,0.812082011121745,0.16391795353243,Established mid-value customers
2,374.7,51,361,United Kingdom,187.35,180.5,0.0,64,33,discovery,2762743b9b00,2,0.8618360025254105,0.14123596823925666,Recent occasional customers
8,1437.57,271,994,United Kingdom,179.69625,124.25,0.02710843373493976,4,261,discovery,8ecb856bafce,0,0.7350620023128185,1.2929605243689677,High-value frequent customers
1,151.04,13,130,United Kingdom,151.04,130.0,0.07142857142857142,33,0,discovery,f2061bd8e6a8,2,0.7097614792269966,0.914934376889236,Recent occasional customers
3,942.26,33,754,United Kingdom,314.08666666666664,251.33333333333334,0.0,5,257,discovery,b883ee926aa3,0,1.311953006201919,0.3658209327396307,High-value frequent customers
5,499.41999999999996,33,268,United Kingdom,99.88399999999999,53.6,0.0,41,234,discovery,721afbab64ea,1,0.8652630206050936,0.82041516810909,Established mid-value customers
6,1049.37,46,310,United Kingdom,174.89499999999998,51.666666666666664,0.0,102,272,discovery,c71221ef4021,1,0.7825474858603083,1.0451699744124674,Established mid-value customers
1,375.1,12,301,United Kingdom,375.1,301.0,0.0,125,0,discovery,5d97598188c0,3,0.683050937239131,0.5341559048969909,Long-recency customers
2,921.62,126,592,United Kingdom,460.81,296.0,0.0196078431372549,303,67,discovery,f2937d364af6,3,1.4175864098347088,0.0540806481230689,Long-recency customers
18,4421.29,272,3177,United Kingdom,245.62722222222223,176.5,0.0022271714922048997,3,366,discovery,a477d8636cea,0,0.8787947827899829,1.724272389334579,High-value frequent customers
1,191.47,61,250,United Kingdom,191.47,250.0,0.014492753623188406,3,0,discovery,78b1ad99a6a1,2,1.406451226376678,1.423123853114558,Recent occasional customers
13,50491.81,379,12665,United Kingdom,3883.9853846153846,974.2307692307693,0.001694915254237288,11,312,discovery,807f728e37a9,0,1.763002973495228,1.3034702036068395,High-value frequent customers
1,158.75,13,133,United Kingdom,158.75,133.0,0.0,57,0,discovery,1744da794ba1,2,0.8290374550617131,0.3920140515554028,Recent occasional customers
14,4076.91,117,2066,United Kingdom,291.2078571428571,147.57142857142858,0.013824884792626729,8,351,discovery,714b03249025,0,0.5025405898870166,1.6691450858803087,High-value frequent customers
1,433.86,95,391,United Kingdom,433.86,391.0,0.0,13,0,discovery,fc1752e42be2,2,0.7295183098940095,1.3118909363344595,Recent occasional customers
17,65164.79,1119,16352,United Kingdom,3833.2229411764706,961.8823529411765,0.0033151326053042123,5,97,discovery,3479825d2008,0,1.9667435253174428,1.4569811545042934,High-value frequent customers
1,147.35,21,104,United Kingdom,147.35,104.0,0.0,37,0,discovery,ab376d157f9b,2,0.7432873675623248,0.8075111431290196,Recent occasional customers
11,3104.17,167,2179,United Kingdom,282.1972727272727,198.0909090909091,0.007936507936507936,17,338,discovery,88dd37274db1,0,0.4269709708281812,1.2882424888788822,High-value frequent customers
1,191.95000000000002,24,63,United Kingdom,191.95000000000002,63.0,0.0,138,0,discovery,ebf84a836787,3,0.4938022843266239,0.8446971361080171,Long-recency customers
6,5976.79,15,6942,United Kingdom,996.1316666666667,1157.0,0.0,74,253,discovery,82521c1dbc01,1,1.4266494660252758,0.03708049846949413,Established mid-value customers
2,216.20999999999998,21,72,United Kingdom,108.10499999999999,36.0,0.0,155,11,discovery,fb6d7d18d3a8,3,0.8376030099185285,0.6489811873739608,Long-recency customers
2,597.91,33,381,United Kingdom,298.955,190.5,0.02857142857142857,31,71,discovery,ecd390c6525d,2,0.8433180716531091,0.07246145927541181,Recent occasional customers
1,144.2,9,88,United Kingdom,144.2,88.0,0.35714285714285715,73,0,discovery,dcc24edb1257,2,1.0130385169559604,0.05672771320783321,Recent occasional customers
12,5683.15,94,2445,United Kingdom,473.59583333333336,203.75,0.006369426751592357,4,263,discovery,cfba282b5a15,0,0.740318682808743,1.7321842122181104,High-value frequent customers
4,692.85,10,458,United Kingdom,173.2125,114.5,0.09090909090909091,15,227,discovery,67247a44f1c7,1,1.140744186024308,0.12516991679114575,Established mid-value customers
7,2915.15,117,1651,United Kingdom,416.45,235.85714285714286,0.07514450867052024,23,253,discovery,4b115f245448,0,0.5115260791132137,0.8536701463345704,High-value frequent customers
2,386.53,15,101,United Kingdom,193.265,50.5,0.0,274,57,discovery,454360cd0aa2,3,0.9150418634335824,0.6788253488810487,Long-recency customers
5,1382.74,61,707,United Kingdom,276.548,141.4,0.0,20,102,discovery,1b5a70f9fabe,0,0.7828504512282967,0.2550319337361776,High-value frequent customers
1,90.0,3,72,United Kingdom,90.0,72.0,0.0,144,0,discovery,6972ffb547db,3,0.9781309217187577,0.7323965800801324,Long-recency customers
4,2780.15,148,2082,United Kingdom,695.0375,520.5,0.012422360248447204,4,56,discovery,b8b979e136b3,0,0.7635541636417282,1.181704385988348,High-value frequent customers
1,419.58000000000004,4,1618,United Kingdom,419.58000000000004,1618.0,0.0,85,0,discovery,6231675e53a4,2,0.9427309242479673,0.053650640303506525,Recent occasional customers
3,2720.63,159,1628,United Kingdom,906.8766666666667,542.6666666666666,0.0,11,68,discovery,cfc6d87f32aa,0,0.914797523671139,0.5196237108154234,High-value frequent customers
3,706.1300000000001,14,508,United Kingdom,235.3766666666667,169.33333333333334,0.0625,8,3,discovery,134dead96636,0,1.425968607167694,0.03566969433779854,High-value frequent customers
3,709.71,39,321,United Kingdom,236.57000000000002,107.0,0.0,123,188,discovery,d531c1aa1599,1,0.6020795886664894,1.082386759237638,Established mid-value customers
2,637.5,40,564,United Kingdom,318.75,282.0,0.0,61,195,discovery,a1871edb66ae,1,0.6899415646763863,0.3457421642386488,Established mid-value customers
5,1123.8600000000001,31,592,United Kingdom,224.77200000000002,118.4,0.0,2,259,discovery,270e9cde601f,0,1.119943679594509,1.0136292180907287,High-value frequent customers
1,480.91,66,257,United Kingdom,480.91,257.0,0.0,320,0,discovery,a0ea3ec46ef5,3,0.7490985098260122,1.3409860158989524,Long-recency customers
11,3586.0299999999997,100,3368,United Kingdom,326.00272727272727,306.1818181818182,0.004975124378109453,3,181,discovery,c3d5aa3ec730,0,0.6988699376752099,1.7100596600884368,High-value frequent customers
3,605.64,25,348,United Kingdom,201.88,116.0,0.06666666666666667,130,186,discovery,b3750a7bd5ba,1,0.7127336829887534,0.8890311659977144,Established mid-value customers
2,965.8800000000001,40,600,United Kingdom,482.94000000000005,300.0,0.0,2,62,discovery,dfa5b4c304b8,0,1.8380260937894395,0.016213881494077542,High-value frequent customers
1,415.82,26,510,United Kingdom,415.82,510.0,0.0,47,0,discovery,352435653610,2,0.5829535756879594,0.8272966249132048,Recent occasional customers
2,935.05,60,811,United Kingdom,467.525,405.5,0.014925373134328358,4,28,discovery,e482fac9a44e,2,1.6238675596746406,0.12434853266370105,Recent occasional customers
4,915.13,27,355,United Kingdom,228.78250000000003,88.75,0.13043478260869565,3,103,discovery,d8a03892a7a5,0,1.2252810042232096,0.708287656742242,High-value frequent customers
1,311.81,22,313,United Kingdom,311.81,313.0,0.0,374,0,discovery,994a1bc18d04,3,0.6142758574892891,1.5885275569825028,Long-recency customers
1,115.8,7,30,United Kingdom,115.8,30.0,0.0,134,0,discovery,5f7f9b79926c,3,0.8027664304323971,0.7147076341280845,Long-recency customers
4,3742.2,6,756,United Kingdom,935.55,189.0,0.08333333333333333,47,171,discovery,f6e1ffcf0ae0,1,1.008646802792346,0.1752895680819695,Established mid-value customers
5,4191.0,183,2437,United Kingdom,838.2,487.4,0.14285714285714285,9,349,discovery,c6d6b1a930e5,0,0.4172864066350307,1.3557550711776742,High-value frequent customers
2,483.4,4,108,United Kingdom,241.70000000000002,54.0,0.16666666666666666,79,207,discovery,b92475f1534e,1,0.8484452963154383,0.20161089528049136,Established mid-value customers
1,157.2,3,16,United Kingdom,157.2,16.0,0.0,234,0,discovery,287d993aa7d0,3,0.40923331263640894,1.4308264028171016,Long-recency customers
2,658.64,23,496,United Kingdom,329.32000000000005,248.0,0.0,36,324,discovery,31aa3d1f6edb,1,0.8156291526683558,0.0953389419458599,Established mid-value customers
2,621.29,47,711,United Kingdom,310.645,355.5,0.02,76,159,discovery,a94f0c1936ac,1,0.7085826309728206,0.4182682892896471,Established mid-value customers
2,1345.62,52,465,United Kingdom,672.81,232.5,0.0,240,0,discovery,9b617cca8eda,1,1.279164232385544,0.3542319118768076,Established mid-value customers
1,118.75,6,25,United Kingdom,118.75,25.0,0.0,267,0,discovery,e516faeed78a,3,0.6725625641683041,1.3759849090669984,Long-recency customers
55,117210.08,714,57768,EIRE,2131.0923636363636,1050.3272727272727,0.014134275618374558,10,362,discovery,3664729a1a09,0,2.3368862689317753,1.3353460069548801,High-value frequent customers
2,424.89000000000004,45,271,United Kingdom,212.445,135.5,0.02127659574468085,20,266,discovery,81ffc5fa5565,2,0.724224433832986,0.5403173750139141,Recent occasional customers
1,507.66,41,781,United Kingdom,507.66,781.0,0.0,41,0,discovery,3e85c1ccf358,2,0.6356986096735278,0.9331337270422995,Recent occasional customers
11,4630.35,501,4348,United Kingdom,420.94090909090914,395.27272727272725,0.006762468300929839,20,343,discovery,09b94e5e8552,0,0.5856592606316425,1.2189933664775654,High-value frequent customers
3,1097.6200000000001,87,450,United Kingdom,365.8733333333333,150.0,0.0,216,154,discovery,59a92dd4caf4,1,1.0310356200576405,0.7925079383798852,Established mid-value customers
2,289.36,25,142,United Kingdom,144.68,71.0,0.0,174,119,discovery,2b4111bce5b5,3,0.8239315753622309,0.6284234934855903,Long-recency customers
4,2445.91,36,893,United Kingdom,611.4775,223.25,0.0,88,152,discovery,53bf2468cc7e,1,0.7353903012606624,0.8990167600678933,Established mid-value customers
2,1631.77,28,1033,United Kingdom,815.885,516.5,0.0,71,10,discovery,fc08c658b5ed,1,0.6654710359058349,0.9722032384054149,Established mid-value customers
1,120.44,23,53,United Kingdom,120.44,53.0,0.0,276,0,discovery,c4e5613aad8f,3,0.6703663242137151,1.4017703054101407,Long-recency customers
4,562.59,27,147,United Kingdom,140.6475,36.75,0.0,40,292,discovery,b3ce0a495667,1,0.6844199807860374,0.8867473732561264,Established mid-value customers
4,450.84,28,150,United Kingdom,112.71000000000001,37.5,0.0,11,209,discovery,13da0e72cc25,1,1.444283787183703,0.12096286218620311,Established mid-value customers
4,576.9000000000001,28,209,United Kingdom,144.22500000000002,52.25,0.03125,298,70,discovery,b1e845685a9e,1,1.4462027165251743,0.38271348351768353,Established mid-value customers
4,549.46,37,204,United Kingdom,137.365,51.0,0.023809523809523808,87,93,discovery,d603864d756f,1,0.6258408460343173,1.1328416131043388,Established mid-value customers
7,1600.26,191,1494,United Kingdom,228.60857142857142,213.42857142857142,0.0,9,174,discovery,0290245bcf65,0,0.46604113165756195,1.1620861458248373,High-value frequent customers
2,701.57,135,319,United Kingdom,350.785,159.5,0.0,41,12,discovery,c20b827600b5,1,0.7431172641796219,0.2251725928060232,Established mid-value customers
25,4748.52,112,719,United Kingdom,189.94080000000002,28.76,0.03225806451612903,11,362,discovery,54c493b81d9d,0,0.7640240871046641,1.5146648479419813,High-value frequent customers
1,197.65,3,6,United Kingdom,197.65,6.0,0.0,332,0,discovery,be11650b0713,3,0.47144334052097747,1.6434708044019537,Long-recency customers
6,2054.36,34,1162,United Kingdom,342.3933333333334,193.66666666666666,0.08450704225352113,31,280,discovery,67b6bc5eeaed,0,0.7871144868363416,0.24503059250314796,High-value frequent customers
15,4654.08,176,3937,United Kingdom,310.272,262.46666666666664,0.04332129963898917,3,366,discovery,1295a46f86ff,0,0.8356931040313575,1.7334756990031053,High-value frequent customers
13,4684.76,145,3662,United Kingdom,360.36615384615385,281.6923076923077,0.015209125475285171,2,219,discovery,517c55ad69b2,0,0.9250801024585205,1.7276416198063071,High-value frequent customers
2,853.39,35,445,United Kingdom,426.695,222.5,0.0,68,202,discovery,17c5dbd0ca2e,1,0.5895906894383004,0.6463454346606233,Established mid-value customers
21,11349.52,269,5840,United Kingdom,540.4533333333334,278.0952380952381,0.041390728476821195,5,304,discovery,87afb0db975a,0,1.1384701788631848,1.6481302676055043,High-value frequent customers
1,335.52,6,142,United Kingdom,335.52,142.0,0.0,107,0,discovery,561ca7f7826c,3,0.7419782198227198,0.33666910078598944,Long-recency customers
4,701.4,35,290,United Kingdom,175.35000000000002,72.5,0.11363636363636363,19,221,discovery,de3c85cadda5,1,0.9983732187471632,0.2954635732688218,Established mid-value customers
1,185.39999999999998,2,28,United Kingdom,185.39999999999998,28.0,0.0,219,0,discovery,944d8bb28bcb,3,0.2820038987318242,1.4582196361506985,Long-recency customers
7,747.44,32,590,United Kingdom,106.77714285714286,84.28571428571429,0.05128205128205128,61,299,discovery,47894487309e,1,0.8704119036517858,0.7385701440423728,Established mid-value customers
1,150.61,36,72,United Kingdom,150.61,72.0,0.0,3,0,discovery,aaed2dd07873,2,1.4813726718627818,1.4637771393639119,Recent occasional customers
1,328.15999999999997,20,276,United Kingdom,328.15999999999997,276.0,0.047619047619047616,240,0,discovery,38264293c5d2,3,0.36899752632409455,1.4083287148238888,Long-recency customers
1,151.74,10,114,United Kingdom,151.74,114.0,0.0,95,0,discovery,252384d945c5,3,0.8584147558368097,0.288127591472524,Long-recency customers
6,2073.43,55,691,United Kingdom,345.5716666666667,115.16666666666667,0.011363636363636364,11,322,discovery,0cc2888f11c0,0,0.32129131619302287,1.1958009767244682,High-value frequent customers
6,1905.8400000000001,66,760,United Kingdom,317.64000000000004,126.66666666666667,0.009708737864077669,106,266,discovery,5c65a55555ae,1,0.9182726153501457,0.8006254624969567,Established mid-value customers
9,2241.1,87,1242,United Kingdom,249.0111111111111,138.0,0.05084745762711865,54,242,discovery,d7ee78eaf566,0,1.1603925394778192,0.022606750589052815,High-value frequent customers
6,1789.72,98,1358,United Kingdom,298.2866666666667,226.33333333333334,0.009174311926605505,12,357,discovery,4d701dd9271a,0,0.4231370308985118,1.0175534061801959,High-value frequent customers
1,89.94,7,78,United Kingdom,89.94,78.0,0.0,5,0,discovery,a204e4a014ef,2,1.5697168006299307,1.2921371051910018,Recent occasional customers
2,632.4,21,272,United Kingdom,316.20000000000005,136.0,0.0,248,111,discovery,a491923c6d87,3,1.1530166710618182,0.19723037590703107,Long-recency customers
9,3432.8,123,2191,United Kingdom,381.4222222222222,243.44444444444446,0.005154639175257732,43,297,discovery,1394dc761133,0,0.9730053812505313,0.41107378437276987,High-value frequent customers
3,991.13,50,585,United Kingdom,330.37666666666667,195.0,0.01639344262295082,93,172,discovery,6c9cacfea70f,1,0.2875970758480031,1.4558934122925984,Established mid-value customers
5,2214.79,64,1296,United Kingdom,442.95799999999997,259.2,0.08333333333333333,29,241,discovery,6bf329794960,0,0.7850289818540994,0.19933544379685675,High-value frequent customers
3,925.71,47,409,United Kingdom,308.57,136.33333333333334,0.07407407407407407,184,105,discovery,a0c540bf8754,1,0.8860469639188759,0.8548256696383836,Established mid-value customers
5,2048.07,81,1941,United Kingdom,409.61400000000003,388.2,0.025423728813559324,43,222,discovery,714d30c946b9,1,0.7986491062114176,0.25495829218748467,Established mid-value customers
4,1462.72,30,680,United Kingdom,365.68,170.0,0.027777777777777776,50,268,discovery,e7465a6fb137,1,0.44413828276594425,0.8805334080657666,Established mid-value customers
4,754.12,122,951,United Kingdom,188.53,237.75,0.0,23,35,discovery,85c9db8267e3,1,0.8659055095126057,0.42434489159511857,Established mid-value customers
5,3144.86,65,1959,United Kingdom,628.972,391.8,0.0125,76,185,discovery,e7c57d8fc5a9,1,0.970766261061109,0.4723234985700264,Established mid-value customers
2,490.86,15,310,United Kingdom,245.43,155.0,0.0,81,292,discovery,779db76d31c8,1,0.8431606019461464,0.22674106210644296,Established mid-value customers
1,161.0,9,38,United Kingdom,161.0,38.0,0.0,374,0,discovery,b14907c7e9ff,3,0.6494447461493295,1.6185939623533354,Long-recency customers
1,146.85,8,111,United Kingdom,146.85,111.0,0.0,327,0,discovery,d6182a888c95,3,0.6022519349322144,1.560509709184889,Long-recency customers
11,2380.85,83,993,United Kingdom,216.4409090909091,90.27272727272727,0.034482758620689655,44,273,discovery,fa9d58c0b089,0,1.0308967211975495,0.3187717297569934,High-value frequent customers
2,890.34,37,418,United Kingdom,445.17,209.0,0.0,31,195,discovery,36269c959f92,1,0.8132817722631879,0.2765592606274546,Established mid-value customers
2,280.55,13,123,United Kingdom,140.27499999999998,61.5,0.0,235,91,discovery,471fbeb9e02f,3,0.7931695270531254,0.8525242513313722,Long-recency customers
2,1693.45,107,976,United Kingdom,846.725,488.0,0.03571428571428571,220,44,discovery,f2f9a32f0400,1,1.2464852318537334,0.5370784418487453,Established mid-value customers
3,1474.06,57,804,United Kingdom,491.3533333333333,268.0,0.0,111,135,discovery,219709e50205,1,0.5084007529663565,1.4963373083799247,Established mid-value customers
1,302.58,8,102,United Kingdom,302.58,102.0,0.0,319,0,discovery,16152b383e49,3,0.4730344383707504,1.5729032171069093,Long-recency customers
3,1904.05,94,1200,United Kingdom,634.6833333333333,400.0,0.0,8,82,discovery,c6fc78557a1c,0,0.9794664226067554,0.520478417196926,High-value frequent customers
2,969.0600000000001,51,414,United Kingdom,484.53,207.0,0.018518518518518517,261,104,discovery,e14561518bcf,1,1.33725463106309,0.08779472839464009,Established mid-value customers
5,3099.7200000000003,88,1682,United Kingdom,619.9440000000001,336.4,0.009345794392523364,65,254,discovery,b02503bf3bb0,1,0.9555422199106998,0.3655931903625309,Established mid-value customers
9,12669.98,58,7100,United Kingdom,1407.7755555555555,788.8888888888889,0.008928571428571428,10,328,discovery,ff82b5f48340,0,0.9447923443747991,1.4400336935341063,High-value frequent customers
1,120.0,5,68,United Kingdom,120.0,68.0,0.0,142,0,discovery,e6096aa81635,3,0.748101366971974,0.7922625989593384,Long-recency customers
2,1163.45,52,406,United Kingdom,581.725,203.0,0.0,51,28,discovery,360a36220906,1,0.6090617542984194,0.7216436760814453,Established mid-value customers
8,2618.23,87,1645,United Kingdom,327.27875,205.625,0.0,9,232,discovery,40e0abb32bfe,0,0.14556237065191036,1.6429485925457046,High-value frequent customers
